ds,holiday,lower_window,upper_window
2022-10-27,group,0,0
2022-10-29,group,0,0
2022-10-30,group,0,0
2022-10-31,group,0,0
2022-11-01,group,0,0
2022-11-02,group,0,0
2022-11-03,group,0,0
2022-11-04,group,0,0
2022-11-05,group,0,0
2022-11-06,group,0,0
2022-11-09,semi-final,0,0
2022-11-10,semi-final,0,0
2022-11-13,final,0,0
2023-01-03,group,0,0
2023-01-05,group,0,0
2023-01-07,group,0,0
2023-01-10,group,0,0
2023-01-12,group,0,0
2023-01-15,group,0,0
2023-01-18,group,0,0
2023-01-21,group,0,0
2023-01-24,group,0,0
2023-01-27,group,0,0
2023-01-29,group,0,0
2023-02-01,group,0,0
2023-02-09,group,0,0
2023-02-10,group,0,0
2023-02-11,group,0,0
2023-02-12,group,0,0
2023-02-13,group,0,0
2023-02-17,group,0,0
2023-02-18,group,0,0
2023-02-19,group,0,0
2023-02-20,group,0,0
2023-02-21,group,0,0
2023-03-01,group,0,0
2023-03-02,group,0,0
2023-03-03,group,0,0
2023-03-04,group,0,0
2023-03-05,group,0,0
2023-03-09,group,0,0
2023-03-10,group,0,0
2023-03-11,group,0,0
2023-03-12,group,0,0
2023-03-13,group,0,0
2023-03-17,group,0,0
2023-03-19,group,0,0
2023-03-22,group,0,0
2023-09-02,group,0,0
2023-09-03,group,0,0
2023-09-05,group,0,0
2023-09-06,group,0,0
2023-09-07,group,0,0
2023-09-08,group,0,0
2023-09-09,group,0,0
2023-09-10,group,0,0
2023-09-12,group,0,0
2023-09-13,group,0,0
2023-09-14,group,0,0
2023-09-15,group,0,0
2023-09-17,final,0,0
2023-10-10,group,0,0
2023-10-11,group,0,0
2023-10-12,group,0,0
2023-10-13,group,0,0
2023-10-14,group,0,0
2023-10-15,group,0,0
2023-10-16,group,0,0
2023-10-17,group,0,0
2023-10-18,group,0,0
2023-10-19,group,0,0
2023-10-20,group,0,0
2023-10-21,group,0,0
2023-10-22,group,0,0
2023-10-23,group,0,0
2023-10-24,group,0,0
2023-10-25,group,0,0
2023-10-26,group,0,0
2023-10-27,group,0,0
2023-10-28,group,0,0
2023-10-29,group,0,0
2023-10-30,group,0,0
2023-10-31,group,0,0
2023-11-01,group,0,0
2023-11-02,group,0,0
2023-11-03,group,0,0
2023-11-04,group,0,0
2023-11-05,group,0,0
2023-11-06,group,0,0
2023-11-07,group,0,0
2023-11-08,group,0,0
2023-11-09,group,0,0
2023-11-10,group,0,0
2023-11-11,group,0,0
2023-11-12,group,0,0
2023-11-13,group,0,0
2023-11-14,group,0,0
2023-11-15,group,0,0
2023-11-16,group,0,0
2023-11-17,group,0,0
2023-11-18,group,0,0
2023-11-21,semi-final,0,0
2023-11-23,semi-final,0,0
2023-11-26,final,0,0
2019-03-23,t20,0,0
2019-03-24,t20,0,0
2019-03-25,t20,0,0
2019-03-26,t20,0,0
2019-03-27,t20,0,0
2019-03-28,t20,0,0
2019-03-29,t20,0,0
2019-03-30,t20,0,0
2019-03-31,t20,0,0
2019-04-01,t20,0,0
2019-04-02,t20,0,0
2019-04-03,t20,0,0
2019-04-04,t20,0,0
2019-04-05,t20,0,0
2019-04-06,t20,0,0
2019-04-07,t20,0,0
2019-04-08,t20,0,0
2019-04-09,t20,0,0
2019-04-10,t20,0,0
2019-04-11,t20,0,0
2019-04-12,t20,0,0
2019-04-13,t20,0,0
2019-04-14,t20,0,0
2019-04-15,t20,0,0
2019-04-16,t20,0,0
2019-04-17,t20,0,0
2019-04-18,t20,0,0
2019-04-19,t20,0,0
2019-04-20,t20,0,0
2019-04-21,t20,0,0
2019-04-22,t20,0,0
2019-04-23,t20,0,0
2019-04-24,t20,0,0
2019-04-25,t20,0,0
2019-04-26,t20,0,0
2019-04-27,t20,0,0
2019-04-28,t20,0,0
2019-04-29,t20,0,0
2019-04-30,t20,0,0
2019-05-01,t20,0,0
2019-05-02,t20,0,0
2019-05-03,t20,0,0
2019-05-04,t20,0,0
2019-05-05,t20,0,0
2019-05-07,t20,0,0
2019-05-08,t20,0,0
2019-05-10,t20,0,0
2019-05-12,t20,0,0
2019-05-30,odi,0,0
2019-05-31,odi,0,0
2019-06-01,odi,0,0
2019-06-02,odi,0,0
2019-06-03,odi,0,0
2019-06-04,odi,0,0
2019-06-05,odi,0,0
2019-06-06,odi,0,0
2019-06-08,odi,0,0
2019-06-09,odi,0,0
2019-06-10,odi,0,0
2019-06-12,odi,0,0
2019-06-14,odi,0,0
2019-06-15,odi,0,0
2019-06-16,odi,0,0
2019-06-17,odi,0,0
2019-06-18,odi,0,0
2019-06-19,odi,0,0
2019-06-20,odi,0,0
2019-06-21,odi,0,0
2019-06-22,odi,0,0
2019-06-23,odi,0,0
2019-06-24,odi,0,0
2019-06-25,odi,0,0
2019-06-26,odi,0,0
2019-06-27,odi,0,0
2019-06-28,odi,0,0
2019-06-29,odi,0,0
2019-06-30,odi,0,0
2019-07-01,odi,0,0
2019-07-02,odi,0,0
2019-07-03,odi,0,0
2019-07-04,odi,0,0
2019-07-05,odi,0,0
2019-07-06,odi,0,0
2019-07-09,odi,0,0
2019-07-10,odi,0,0
2019-07-11,odi,0,0
2019-07-14,odi,0,0
2019-12-06,t20,0,0
2019-12-08,t20,0,0
2019-12-11,t20,0,0
2019-12-15,odi,0,0
2019-12-18,odi,0,0
2019-12-22,odi,0,0
2020-01-14,odi,0,0
2020-01-17,odi,0,0
2020-01-19,odi,0,0
2020-01-24,t20,0,0
2020-01-26,t20,0,0
2020-01-29,t20,0,0
2020-01-31,t20,0,0
2020-02-02,t20,0,0
2020-02-05,odi,0,0
2020-02-08,odi,0,0
2020-02-11,odi,0,0
2020-09-19,t20,0,0
2020-09-20,t20,0,0
2020-09-21,t20,0,0
2020-09-22,t20,0,0
2020-09-23,t20,0,0
2020-09-24,t20,0,0
2020-09-25,t20,0,0
2020-09-26,t20,0,0
2020-09-27,t20,0,0
2020-09-28,t20,0,0
2020-09-29,t20,0,0
2020-09-30,t20,0,0
2020-10-01,t20,0,0
2020-10-02,t20,0,0
2020-10-03,t20,0,0
2020-10-04,t20,0,0
2020-10-05,t20,0,0
2020-10-06,t20,0,0
2020-10-07,t20,0,0
2020-10-08,t20,0,0
2020-10-09,t20,0,0
2020-10-10,t20,0,0
2020-10-11,t20,0,0
2020-10-12,t20,0,0
2020-10-13,t20,0,0
2020-10-14,t20,0,0
2020-10-15,t20,0,0
2020-10-16,t20,0,0
2020-10-17,t20,0,0
2020-10-18,t20,0,0
2020-10-19,t20,0,0
2020-10-20,t20,0,0
2020-10-21,t20,0,0
2020-10-22,t20,0,0
2020-10-23,t20,0,0
2020-10-24,t20,0,0
2020-10-25,t20,0,0
2020-10-26,t20,0,0
2020-10-27,t20,0,0
2020-10-28,t20,0,0
2020-10-29,t20,0,0
2020-10-30,t20,0,0
2020-10-31,t20,0,0
2020-11-01,t20,0,0
2020-11-02,t20,0,0
2020-11-03,t20,0,0
2020-11-05,t20,0,0
2020-11-06,t20,0,0
2020-11-08,t20,0,0
2020-11-10,t20,0,0
2021-02-05,test,0,0
2021-02-06,test,0,0
2021-02-07,test,0,0
2021-02-08,test,0,0
2021-02-09,test,0,0
2021-02-13,test,0,0
2021-02-14,test,0,0
2021-02-15,test,0,0
2021-02-16,test,0,0
2021-02-24,test,0,0
2021-02-25,test,0,0
2021-03-04,test,0,0
2021-03-05,test,0,0
2021-03-06,test,0,0
2021-03-12,t20,0,0
2021-03-14,t20,0,0
2021-03-16,t20,0,0
2021-03-18,t20,0,0
2021-03-20,t20,0,0
2021-03-23,odi,0,0
2021-03-26,odi,0,0
2021-03-28,odi,0,0
2021-04-09,t20,0,0
2021-04-10,t20,0,0
2021-04-11,t20,0,0
2021-04-12,t20,0,0
2021-04-13,t20,0,0
2021-04-14,t20,0,0
2021-04-15,t20,0,0
2021-04-16,t20,0,0
2021-04-17,t20,0,0
2021-04-18,t20,0,0
2021-04-19,t20,0,0
2021-04-20,t20,0,0
2021-04-21,t20,0,0
2021-04-22,t20,0,0
2021-04-23,t20,0,0
2021-04-24,t20,0,0
2021-04-25,t20,0,0
2021-04-26,t20,0,0
2021-04-27,t20,0,0
2021-04-28,t20,0,0
2021-04-29,t20,0,0
2021-04-30,t20,0,0
2021-05-01,t20,0,0
2021-05-02,t20,0,0
2021-05-03,t20,0,0
2021-09-19,t20,0,0
2021-09-20,t20,0,0
2021-09-21,t20,0,0
2021-09-22,t20,0,0
2021-09-23,t20,0,0
2021-09-24,t20,0,0
2021-09-25,t20,0,0
2021-09-26,t20,0,0
2021-09-27,t20,0,0
2021-09-28,t20,0,0
2021-09-29,t20,0,0
2021-09-30,t20,0,0
2021-10-01,t20,0,0
2021-10-02,t20,0,0
2021-10-03,t20,0,0
2021-10-04,t20,0,0
2021-10-05,t20,0,0
2021-10-06,t20,0,0
2021-10-07,t20,0,0
2021-10-08,t20,0,0
2021-10-10,t20,0,0
2021-10-11,t20,0,0
2021-10-13,t20,0,0
2021-10-15,t20,0,0
2021-10-17,t20,0,0
2021-10-18,t20,0,0
2021-10-19,t20,0,0
2021-10-20,t20,0,0
2021-10-21,t20,0,0
2021-10-22,t20,0,0
2021-10-23,t20,0,0
2021-10-24,t20,0,0
2021-10-25,t20,0,0
2021-10-26,t20,0,0
2021-10-27,t20,0,0
2021-10-28,t20,0,0
2021-10-29,t20,0,0
2021-10-30,t20,0,0
2021-10-31,t20,0,0
2021-11-01,t20,0,0
2021-11-02,t20,0,0
2021-11-03,t20,0,0
2021-11-04,t20,0,0
2021-11-05,t20,0,0
2021-11-06,t20,0,0
2021-11-07,t20,0,0
2021-11-08,t20,0,0
2021-11-10,t20,0,0
2021-11-11,t20,0,0
2021-11-14,t20,0,0
2022-02-06,odi,0,0
2022-02-09,odi,0,0
2022-02-11,odi,0,0
2022-02-16,t20,0,0
2022-02-18,t20,0,0
2022-02-20,t20,0,0
2022-03-26,t20,0,0
2022-03-27,t20,0,0
2022-03-28,t20,0,0
2022-03-29,t20,0,0
2022-03-30,t20,0,0
2022-03-31,t20,0,0
2022-04-01,t20,0,0
2022-04-02,t20,0,0
2022-04-03,t20,0,0
2022-04-04,t20,0,0
2022-04-05,t20,0,0
2022-04-06,t20,0,0
2022-04-07,t20,0,0
2022-04-08,t20,0,0
2022-04-09,t20,0,0
2022-04-10,t20,0,0
2022-04-11,t20,0,0
2022-04-12,t20,0,0
2022-04-13,t20,0,0
2022-04-14,t20,0,0
2022-04-15,t20,0,0
2022-04-16,t20,0,0
2022-04-17,t20,0,0
2022-04-18,t20,0,0
2022-04-19,t20,0,0
2022-04-20,t20,0,0
2022-04-21,t20,0,0
2022-04-22,t20,0,0
2022-04-23,t20,0,0
2022-04-24,t20,0,0
2022-04-25,t20,0,0
2022-04-26,t20,0,0
2022-04-27,t20,0,0
2022-04-28,t20,0,0
2022-04-29,t20,0,0
2022-04-30,t20,0,0
2022-05-01,t20,0,0
2022-05-02,t20,0,0
2022-05-03,t20,0,0
2022-05-04,t20,0,0
2022-05-05,t20,0,0
2022-05-06,t20,0,0
2022-05-07,t20,0,0
2022-05-08,t20,0,0
2022-05-09,t20,0,0
2022-05-10,t20,0,0
2022-05-11,t20,0,0
2022-05-12,t20,0,0
2022-05-13,t20,0,0
2022-05-14,t20,0,0
2022-05-15,t20,0,0
2022-05-16,t20,0,0
2022-05-17,t20,0,0
2022-05-18,t20,0,0
2022-05-19,t20,0,0
2022-05-20,t20,0,0
2022-05-21,t20,0,0
2022-05-22,t20,0,0
2022-05-24,t20,0,0
2022-05-25,t20,0,0
2022-05-27,t20,0,0
2022-05-29,t20,0,0
2022-06-09,t20,0,0
2022-06-12,t20,0,0
2022-06-14,t20,0,0
2022-06-17,t20,0,0
2022-06-19,t20,0,0
2022-08-27,t20,0,0
2022-08-28,t20,0,0
2022-08-30,t20,0,0
2022-08-31,t20,0,0
2022-09-01,t20,0,0
2022-09-02,t20,0,0
2022-09-03,t20,0,0
2022-09-04,t20,0,0
2022-09-06,t20,0,0
2022-09-07,t20,0,0
2022-09-08,t20,0,0
2022-09-09,t20,0,0
2022-09-11,t20,0,0
2022-09-28,t20,0,0
2022-10-02,t20,0,0
2022-10-04,t20,0,0
2022-10-06,odi,0,0
2022-10-09,odi,0,0
2022-10-11,odi,0,0
2022-10-16,t20,0,0
2022-10-17,t20,0,0
2022-10-18,t20,0,0
2022-10-19,t20,0,0
2022-10-20,t20,0,0
2022-10-21,t20,0,0
2022-10-22,t20,0,0
2022-10-23,t20,0,0
2022-10-24,t20,0,0
2022-10-25,t20,0,0
2022-10-26,t20,0,0
2022-10-27,t20,0,0
2022-10-29,t20,0,0
2022-10-30,t20,0,0
2022-10-31,t20,0,0
2022-11-01,t20,0,0
2022-11-02,t20,0,0
2022-11-03,t20,0,0
2022-11-04,t20,0,0
2022-11-05,t20,0,0
2022-11-06,t20,0,0
2022-11-09,t20,0,0
2022-11-10,t20,0,0
2022-11-13,t20,0,0
2023-01-03,t20,0,0
2023-01-05,t20,0,0
2023-01-07,t20,0,0
2023-01-10,odi,0,0
2023-01-12,odi,0,0
2023-01-15,odi,0,0
2023-01-18,odi,0,0
2023-01-21,odi,0,0
2023-01-24,odi,0,0
2023-01-27,t20,0,0
2023-01-29,t20,0,0
2023-02-01,t20,0,0
2023-02-09,test,0,0
2023-02-10,test,0,0
2023-02-11,test,0,0
2023-02-12,test,0,0
2023-02-13,test,0,0
2023-02-17,test,0,0
2023-02-18,test,0,0
2023-02-19,test,0,0
2023-02-20,test,0,0
2023-02-21,test,0,0
2023-03-01,test,0,0
2023-03-02,test,0,0
2023-03-03,test,0,0
2023-03-04,test,0,0
2023-03-05,test,0,0
2023-03-09,test,0,0
2023-03-10,test,0,0
2023-03-11,test,0,0
2023-03-12,test,0,0
2023-03-13,test,0,0
2023-03-17,odi,0,0
2023-03-19,odi,0,0
2023-03-22,odi,0,0
2023-09-02,t20,0,0
2023-09-03,t20,0,0
2023-09-05,t20,0,0
2023-09-06,t20,0,0
2023-09-07,t20,0,0
2023-09-08,t20,0,0
2023-09-09,t20,0,0
2023-09-10,t20,0,0
2023-09-12,t20,0,0
2023-09-13,t20,0,0
2023-09-14,t20,0,0
2023-09-15,t20,0,0
2023-09-17,t20,0,0
2023-10-10,odi,0,0
2023-10-11,odi,0,0
2023-10-12,odi,0,0
2023-10-13,odi,0,0
2023-10-14,odi,0,0
2023-10-15,odi,0,0
2023-10-16,odi,0,0
2023-10-17,odi,0,0
2023-10-18,odi,0,0
2023-10-19,odi,0,0
2023-10-20,odi,0,0
2023-10-21,odi,0,0
2023-10-22,odi,0,0
2023-10-23,odi,0,0
2023-10-24,odi,0,0
2023-10-25,odi,0,0
2023-10-26,odi,0,0
2023-10-27,odi,0,0
2023-10-28,odi,0,0
2023-10-29,odi,0,0
2023-10-30,odi,0,0
2023-10-31,odi,0,0
2023-11-01,odi,0,0
2023-11-02,odi,0,0
2023-11-03,odi,0,0
2023-11-04,odi,0,0
2023-11-05,odi,0,0
2023-11-06,odi,0,0
2023-11-07,odi,0,0
2023-11-08,odi,0,0
2023-11-09,odi,0,0
2023-11-10,odi,0,0
2023-11-11,odi,0,0
2023-11-12,odi,0,0
2023-11-13,odi,0,0
2023-11-14,odi,0,0
2023-11-15,odi,0,0
2023-11-16,odi,0,0
2023-11-17,odi,0,0
2023-11-18,odi,0,0
2023-11-21,odi,0,0
2023-11-23,odi,0,0
2023-11-26,odi,0,0
2019-03-23,india_team,0,0
2019-03-24,india_team,0,0
2019-03-25,india_team,0,0
2019-03-26,india_team,0,0
2019-03-27,india_team,0,0
2019-03-28,india_team,0,0
2019-03-29,india_team,0,0
2019-03-30,india_team,0,0
2019-03-31,india_team,0,0
2019-04-01,india_team,0,0
2019-04-02,india_team,0,0
2019-04-03,india_team,0,0
2019-04-04,india_team,0,0
2019-04-05,india_team,0,0
2019-04-06,india_team,0,0
2019-04-07,india_team,0,0
2019-04-08,india_team,0,0
2019-04-09,india_team,0,0
2019-04-10,india_team,0,0
2019-04-11,india_team,0,0
2019-04-12,india_team,0,0
2019-04-13,india_team,0,0
2019-04-14,india_team,0,0
2019-04-15,india_team,0,0
2019-04-16,india_team,0,0
2019-04-17,india_team,0,0
2019-04-18,india_team,0,0
2019-04-19,india_team,0,0
2019-04-20,india_team,0,0
2019-04-21,india_team,0,0
2019-04-22,india_team,0,0
2019-04-23,india_team,0,0
2019-04-24,india_team,0,0
2019-04-25,india_team,0,0
2019-04-26,india_team,0,0
2019-04-27,india_team,0,0
2019-04-28,india_team,0,0
2019-04-29,india_team,0,0
2019-04-30,india_team,0,0
2019-05-01,india_team,0,0
2019-05-02,india_team,0,0
2019-05-03,india_team,0,0
2019-05-04,india_team,0,0
2019-05-05,india_team,0,0
2019-05-07,india_team,0,0
2019-05-08,india_team,0,0
2019-05-10,india_team,0,0
2019-05-12,india_team,0,0
2019-06-05,india_team,0,0
2019-06-09,india_team,0,0
2019-06-16,india_team,0,0
2019-06-22,india_team,0,0
2019-06-27,india_team,0,0
2019-06-30,india_team,0,0
2019-07-02,india_team,0,0
2019-07-06,india_team,0,0
2019-07-09,india_team,0,0
2019-07-10,india_team,0,0
2019-12-06,india_team,0,0
2019-12-08,india_team,0,0
2019-12-11,india_team,0,0
2019-12-15,india_team,0,0
2019-12-18,india_team,0,0
2019-12-22,india_team,0,0
2020-01-14,india_team,0,0
2020-01-17,india_team,0,0
2020-01-19,india_team,0,0
2020-01-24,india_team,0,0
2020-01-26,india_team,0,0
2020-01-29,india_team,0,0
2020-01-31,india_team,0,0
2020-02-02,india_team,0,0
2020-02-05,india_team,0,0
2020-02-08,india_team,0,0
2020-02-11,india_team,0,0
2020-09-19,india_team,0,0
2020-09-20,india_team,0,0
2020-09-21,india_team,0,0
2020-09-22,india_team,0,0
2020-09-23,india_team,0,0
2020-09-24,india_team,0,0
2020-09-25,india_team,0,0
2020-09-26,india_team,0,0
2020-09-27,india_team,0,0
2020-09-28,india_team,0,0
2020-09-29,india_team,0,0
2020-09-30,india_team,0,0
2020-10-01,india_team,0,0
2020-10-02,india_team,0,0
2020-10-03,india_team,0,0
2020-10-04,india_team,0,0
2020-10-05,india_team,0,0
2020-10-06,india_team,0,0
2020-10-07,india_team,0,0
2020-10-08,india_team,0,0
2020-10-09,india_team,0,0
2020-10-10,india_team,0,0
2020-10-11,india_team,0,0
2020-10-12,india_team,0,0
2020-10-13,india_team,0,0
2020-10-14,india_team,0,0
2020-10-15,india_team,0,0
2020-10-16,india_team,0,0
2020-10-17,india_team,0,0
2020-10-18,india_team,0,0
2020-10-19,india_team,0,0
2020-10-20,india_team,0,0
2020-10-21,india_team,0,0
2020-10-22,india_team,0,0
2020-10-23,india_team,0,0
2020-10-24,india_team,0,0
2020-10-25,india_team,0,0
2020-10-26,india_team,0,0
2020-10-27,india_team,0,0
2020-10-28,india_team,0,0
2020-10-29,india_team,0,0
2020-10-30,india_team,0,0
2020-10-31,india_team,0,0
2020-11-01,india_team,0,0
2020-11-02,india_team,0,0
2020-11-03,india_team,0,0
2020-11-05,india_team,0,0
2020-11-06,india_team,0,0
2020-11-08,india_team,0,0
2020-11-10,india_team,0,0
2021-02-05,india_team,0,0
2021-02-06,india_team,0,0
2021-02-07,india_team,0,0
2021-02-08,india_team,0,0
2021-02-09,india_team,0,0
2021-02-13,india_team,0,0
2021-02-14,india_team,0,0
2021-02-15,india_team,0,0
2021-02-16,india_team,0,0
2021-02-24,india_team,0,0
2021-02-25,india_team,0,0
2021-03-04,india_team,0,0
2021-03-05,india_team,0,0
2021-03-06,india_team,0,0
2021-03-12,india_team,0,0
2021-03-14,india_team,0,0
2021-03-16,india_team,0,0
2021-03-18,india_team,0,0
2021-03-20,india_team,0,0
2021-03-23,india_team,0,0
2021-03-26,india_team,0,0
2021-03-28,india_team,0,0
2021-10-24,india_team,0,0
2021-10-31,india_team,0,0
2021-11-03,india_team,0,0
2021-11-05,india_team,0,0
2021-11-08,india_team,0,0
2022-02-06,india_team,0,0
2022-02-09,india_team,0,0
2022-02-11,india_team,0,0
2022-02-16,india_team,0,0
2022-02-18,india_team,0,0
2022-02-20,india_team,0,0
2022-03-26,india_team,0,0
2022-03-27,india_team,0,0
2022-05-27,india_team,0,0
2022-05-29,india_team,0,0
2022-06-09,india_team,0,0
2022-06-12,india_team,0,0
2022-06-14,india_team,0,0
2022-06-17,india_team,0,0
2022-06-19,india_team,0,0
2022-08-28,india_team,0,0
2022-08-31,india_team,0,0
2022-09-04,india_team,0,0
2022-09-06,india_team,0,0
2022-09-08,india_team,0,0
2022-09-28,india_team,0,0
2022-10-02,india_team,0,0
2022-10-04,india_team,0,0
2022-10-06,india_team,0,0
2022-10-09,india_team,0,0
2022-10-11,india_team,0,0
2022-10-23,india_team,0,0
2022-10-27,india_team,0,0
2022-10-30,india_team,0,0
2022-11-02,india_team,0,0
2022-11-06,india_team,0,0
2022-11-10,india_team,0,0
2023-01-03,india_team,0,0
2023-01-05,india_team,0,0
2023-01-07,india_team,0,0
2023-01-10,india_team,0,0
2023-01-12,india_team,0,0
2023-01-15,india_team,0,0
2023-01-18,india_team,0,0
2023-01-21,india_team,0,0
2023-01-24,india_team,0,0
2023-01-27,india_team,0,0
2023-01-29,india_team,0,0
2023-02-01,india_team,0,0
2023-02-09,india_team,0,0
2023-02-10,india_team,0,0
2023-02-11,india_team,0,0
2023-02-12,india_team,0,0
2023-02-13,india_team,0,0
2023-02-17,india_team,0,0
2023-02-18,india_team,0,0
2023-02-19,india_team,0,0
2023-02-20,india_team,0,0
2023-02-21,india_team,0,0
2023-03-01,india_team,0,0
2023-03-02,india_team,0,0
2023-03-03,india_team,0,0
2023-03-04,india_team,0,0
2023-03-05,india_team,0,0
2023-03-09,india_team,0,0
2023-03-10,india_team,0,0
2023-03-11,india_team,0,0
2023-03-12,india_team,0,0
2023-03-13,india_team,0,0
2023-03-17,india_team,0,0
2023-03-19,india_team,0,0
2023-03-22,india_team,0,0
2023-09-03,india_team,0,0
2023-09-06,india_team,0,0
2023-09-12,india_team,0,0
2023-09-14,india_team,0,0
2023-10-16,india_team,0,0
2023-10-21,india_team,0,0
2023-10-25,india_team,0,0
2023-10-28,india_team,0,0
2023-11-03,india_team,0,0
2023-11-08,india_team,0,0
2023-11-11,india_team,0,0
2023-11-13,india_team,0,0
2023-11-17,india_team,0,0
2019-03-23,national,0,0
2019-03-24,national,0,0
2019-03-25,national,0,0
2019-03-26,national,0,0
2019-03-27,national,0,0
2019-03-28,national,0,0
2019-03-29,national,0,0
2019-03-30,national,0,0
2019-03-31,national,0,0
2019-04-01,national,0,0
2019-04-02,national,0,0
2019-04-03,national,0,0
2019-04-04,national,0,0
2019-04-05,national,0,0
2019-04-06,national,0,0
2019-04-07,national,0,0
2019-04-08,national,0,0
2019-04-09,national,0,0
2019-04-10,national,0,0
2019-04-11,national,0,0
2019-04-12,national,0,0
2019-04-13,national,0,0
2019-04-14,national,0,0
2019-04-15,national,0,0
2019-04-16,national,0,0
2019-04-17,national,0,0
2019-04-18,national,0,0
2019-04-19,national,0,0
2019-04-20,national,0,0
2019-04-21,national,0,0
2019-04-22,national,0,0
2019-04-23,national,0,0
2019-04-24,national,0,0
2019-04-25,national,0,0
2019-04-26,national,0,0
2019-04-27,national,0,0
2019-04-28,national,0,0
2019-04-29,national,0,0
2019-04-30,national,0,0
2019-05-01,national,0,0
2019-05-02,national,0,0
2019-05-03,national,0,0
2019-05-04,national,0,0
2019-05-05,national,0,0
2019-05-07,national,0,0
2019-05-08,national,0,0
2019-05-10,national,0,0
2019-05-12,national,0,0
2019-05-30,international,0,0
2019-05-31,international,0,0
2019-06-01,international,0,0
2019-06-02,international,0,0
2019-06-03,international,0,0
2019-06-04,international,0,0
2019-06-05,international,0,0
2019-06-06,international,0,0
2019-06-08,international,0,0
2019-06-09,international,0,0
2019-06-10,international,0,0
2019-06-12,international,0,0
2019-06-14,international,0,0
2019-06-15,international,0,0
2019-06-16,international,0,0
2019-06-17,international,0,0
2019-06-18,international,0,0
2019-06-19,international,0,0
2019-06-20,international,0,0
2019-06-21,international,0,0
2019-06-22,international,0,0
2019-06-23,international,0,0
2019-06-24,international,0,0
2019-06-25,international,0,0
2019-06-26,international,0,0
2019-06-27,international,0,0
2019-06-28,international,0,0
2019-06-29,international,0,0
2019-06-30,international,0,0
2019-07-01,international,0,0
2019-07-02,international,0,0
2019-07-03,international,0,0
2019-07-04,international,0,0
2019-07-05,international,0,0
2019-07-06,international,0,0
2019-07-09,international,0,0
2019-07-10,international,0,0
2019-07-11,international,0,0
2019-07-14,international,0,0
2019-12-06,tour,0,0
2019-12-08,tour,0,0
2019-12-11,tour,0,0
2019-12-15,tour,0,0
2019-12-18,tour,0,0
2019-12-22,tour,0,0
2020-01-14,tour,0,0
2020-01-17,tour,0,0
2020-01-19,tour,0,0
2020-01-24,tour,0,0
2020-01-26,tour,0,0
2020-01-29,tour,0,0
2020-01-31,tour,0,0
2020-02-02,tour,0,0
2020-02-05,tour,0,0
2020-02-08,tour,0,0
2020-02-11,tour,0,0
